owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Transportation,Department of Transportation,FY2022P12,069-0760,"Railroad Crossing Elimination Program, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,588000000.00,0.00,0.00,0.00,0.00,588000000.00,0.00,0.00,588000000.00,0.00,588000000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1119,"Urban Mass Transportation Fund, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1120,"Administrative Expenses, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,4153382.22,-345563.05,0.00,0.00,0.00,27789.23,27789.23,3835608.40,1573100.49,990275.49,2262507.91,15192466.45,3835608.40,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1121,"Research, Training, and Human Resources, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,1.19,0.00,0.00,0.00,0.00,0.00,0.00,1.19,0.00,0.00,1.19,0.00,1.19,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1122,"Urban Discretionary Grants, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1123,"Non-Urban Formula Grants, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1124,"Urban Formula Grants, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1125,"Job Access and Reverse Commute Grants, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,626053.17,22248.00,0.00,0.00,0.00,0.00,0.00,648301.17,0.00,22248.00,648301.17,0.00,648301.17,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1126,"Waterborne Transportation Demonstration Project, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1127,"Interstate Transfer Grants-Transit, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1128,"Washington Metropolitan Area Transit Authority, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,7548643.78,80550.00,150000000.00,0.00,0.00,0.00,0.00,157629193.78,148500000.00,80550.00,9129193.78,157237723.00,157629193.78,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1129,"Formula Grants, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,8508327.87,-1115855.82,-6734356.00,0.00,0.00,0.00,0.00,658116.05,0.00,666562.64,658116.05,2422899.00,658116.05,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1134,"Capital Investments Grants, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,2308474566.27,16143333.10,3848000000.00,0.00,0.00,0.00,0.00,6172617899.37,1544163044.66,16143333.10,4628454854.71,1695054275.54,6172617899.37,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1136,"University Transportation Research, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1137,"Transit Research, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,8430808.69,995055.16,0.00,0.00,0.00,1500000.00,1500000.00,10925863.85,68588.70,995055.16,10857275.15,3177455.04,10925863.85,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1140,"Public Transportation Emergency Relief Program, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,349871603.38,7802781.25,0.00,0.00,0.00,3450.00,3450.00,357677834.63,24687555.00,7727782.25,332990279.63,532637764.33,357677834.63,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1142,"Technical Assistance and Training, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,4403176.36,-9520.09,7500000.00,0.00,0.00,0.00,0.00,11893656.27,5545000.00,45389.25,6348656.27,4886426.41,11893656.27,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1144,"Electric or Low-Emitting Ferry Program, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Water transportation,0.00,0.00,49995000.00,0.00,0.00,0.00,0.00,49995000.00,0.00,0.00,49995000.00,0.00,49995000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1145,"All Stations Accessibility Program, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,349965000.00,0.00,0.00,0.00,0.00,349965000.00,0.00,0.00,349965000.00,0.00,349965000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1146,"Ferry Service for Rural Communities, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Water transportation,0.00,0.00,199980000.00,0.00,0.00,0.00,0.00,199980000.00,0.00,0.00,199980000.00,0.00,199980000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1301,"Operations, Federal Aviation Administration, Transportation",Department of Transportation,Transportation,Air transportation,200122969.45,80108895.49,5000000000.00,0.00,0.00,6563336023.55,6563336023.55,11843567888.49,11598316648.57,80848780.12,245251239.92,11499687175.44,11843567888.49,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1308,"Facilities and Equipment, Federal Aviation Administration, Transportation",Department of Transportation,Transportation,Air transportation,0.00,0.00,1100000000.00,0.00,0.00,0.00,0.00,1100000000.00,325024707.07,0.00,774975292.93,41389584.12,1100000000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1309,"TIFIA ARRA General Fund Program Account, Office of the Secretary, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,52263.78,0.00,0.00,0.00,0.00,52263.78,52263.78,0.00,0.00,52263.78,52263.78,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1337,"Airport Terminal Program, Federal Aviation Administration, Transportation",Department of Transportation,Transportation,Air transportation,0.00,0.00,999000000.00,0.00,0.00,0.00,0.00,999000000.00,113234811.21,0.00,885765188.79,1963077.67,999000000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1338,"Airport Infrastructure Grants, Federal Aviation Administration, Transportation",Department of Transportation,Transportation,Air transportation,0.00,0.00,2999000000.00,0.00,0.00,0.00,0.00,2999000000.00,315311354.43,0.00,2683688645.57,6661985.77,2999000000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1339,"Research, Engineering, and Development, Federal Aviation Administration, Transportation",Department of Transportation,Transportation,Air transportation,0.00,0.00,297000000.00,0.00,0.00,0.00,0.00,297000000.00,0.00,0.00,297000000.00,0.00,297000000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1400,"Operational Expenses, Pipeline and Hazardous Materials Safety Administration, Transportation",Department of Transportation,Transportation,Other transportation,4161501.49,-509485.48,29100000.00,0.00,0.00,8707.14,8707.14,32760723.15,27815492.61,527302.71,4945230.54,25673858.41,32760723.15,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1401,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",Department of Transportation,Transportation,Other transportation,12405170.72,-55730.08,66829000.00,0.00,0.00,878578.19,878578.19,80057018.83,63095770.79,453861.51,16961248.04,62930239.62,80057018.83,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1402,"Natural Gas Distribution Infrastructure Safety and Modernization Grant Program, Pipeline and Hazardous Materials Safety Administration, Transportation",Department of Transportation,Transportation,Other transportation,0.00,0.00,199980000.00,0.00,0.00,0.00,0.00,199980000.00,1466688.31,0.00,198513311.69,1305967.89,199980000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1710,"Ready Reserve Force, Maritime Administration, Transportation",Department of Transportation,National Defense,Defense-related activities,120799648.28,32990834.85,0.00,0.00,0.00,852080154.90,852080154.90,1005870638.03,632586088.40,33031462.45,373284549.63,497222651.67,1005870638.03,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1711,"Maritime Security Program, Maritime Administration, Transportation",Department of Transportation,National Defense,Defense-related activities,58995377.42,3087498.72,318000000.00,0.00,0.00,0.00,0.00,380082876.14,308126783.69,3087498.72,71956092.45,304530317.31,380082876.14,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1712,"State Maritime Academy Operations, Maritime Administration, Transportation",Department of Transportation,Transportation,Water transportation,56077279.60,978382.25,423300000.00,0.00,0.00,0.00,0.00,480355661.85,372959688.03,978382.25,107395973.82,260372681.09,480355661.85,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1713,"Port Infrastructure Development Program, Maritime Administration, Transportation",Department of Transportation,Transportation,Water transportation,580369050.18,62.94,684310000.00,0.00,0.00,0.00,0.00,1264679113.12,220375479.76,62.94,1044303633.36,60795614.69,1264679113.12,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1717,"Cable Security Fleet, Maritime Administration, Transportation",Department of Transportation,National Defense,Defense-related activities,10000000.00,0.00,10000000.00,0.00,0.00,0.00,0.00,20000000.00,10000000.00,0.00,10000000.00,6774193.44,20000000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1718,"Tanker Security Program, Maritime Administration, Transportation",Department of Transportation,National Defense,Defense-related activities,0.00,0.00,60000000.00,0.00,0.00,0.00,0.00,60000000.00,0.00,0.00,60000000.00,0.00,60000000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1730,"Research and Technology, Office of the Secretary, Transportation",Department of Transportation,Transportation,Other transportation,31192392.64,797900.50,51363000.00,0.00,0.00,14602915.02,14602915.02,97956208.16,38652686.34,1041810.34,59303521.82,38044120.13,97956208.16,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1731,"Transportation Demonstration Program, Office of the Secretary, Transportation",Department of Transportation,Transportation,Transportation,100000000.00,0.00,0.00,0.00,0.00,0.00,0.00,100000000.00,0.00,0.00,100000000.00,0.00,100000000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1732,"Operational Support, Office of the Secretary, Transportation",Department of Transportation,Transportation,Other transportation,0.00,0.00,88256000.00,0.00,0.00,20000000.00,20000000.00,108256000.00,28038974.89,0.00,80217025.11,13382706.84,108256000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1733,"National Culvert Removal, Replacement, and Restoration Grant Program, Office of the Secretary, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,196000000.00,0.00,0.00,0.00,0.00,196000000.00,0.00,0.00,196000000.00,0.00,196000000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1734,"Strengthening Mobility and Revolutionizing Transportation Grant Program, Office of the Secretary, Transportation",Department of Transportation,Transportation,Other transportation,0.00,0.00,98000000.00,0.00,0.00,0.00,0.00,98000000.00,0.00,0.00,98000000.00,0.00,98000000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1735,"Safe Streets and Roads for All, Office of the Secretary, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,980000000.00,0.00,0.00,0.00,0.00,980000000.00,0.00,0.00,980000000.00,0.00,980000000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1736,"Asset Concessions and Innovative Finance Assistance, Office of the Secretary, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,20000000.00,0.00,0.00,0.00,0.00,20000000.00,0.00,0.00,20000000.00,0.00,20000000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1750,"Operations and Training, Maritime Administration, Transportation",Department of Transportation,Transportation,Water transportation,154402484.68,946532.01,197204000.00,0.00,0.00,18496109.81,18496109.81,371049126.50,190784648.67,4053662.52,180264477.83,165429907.91,371049126.50,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1752,"Maritime Guaranteed Loan, (Title XI) Program Account, Maritime Administration, Transportation",Department of Transportation,Transportation,Water transportation,35519763.62,0.00,3895214.07,0.00,0.00,0.00,0.00,39414977.69,3895214.07,0.00,35519763.62,3895214.07,39414977.69,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1768,"Ship Disposal, Maritime Administration, Transportation",Department of Transportation,Transportation,Water transportation,48070396.22,189.22,10000000.00,0.00,0.00,0.00,0.00,58070585.44,17328142.30,189.22,40742443.14,18967519.53,58070585.44,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1770,"Assistance to Shipyards, Maritime Administration, Transportation",Department of Transportation,Transportation,Water transportation,647589.17,1200000.00,20000000.00,0.00,0.00,0.00,0.00,21847589.17,17180786.19,1200000.00,4666802.98,17585007.12,21847589.17,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1774,"Northeast Corridor Grants to the National Railroad Passenger Corporation, Transportation",Department of Transportation,Transportation,Ground transportation,12501809.10,-11000716.16,2064128505.00,0.00,0.00,0.00,0.00,2065629597.94,2058224210.91,35521.02,7405387.03,874886590.76,2065629597.94,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-1775,"National Network Grants to the National Railroad Passenger Corporation, Transportation",Department of Transportation,Transportation,Ground transportation,8059958.65,-3295098.02,4636385650.00,0.00,0.00,0.00,0.00,4641150510.63,4576219460.35,1501576.10,64931050.28,1457436991.62,4641150510.63,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-2810,"Federal-State Partnership for Intercity Passenger Rail Grants, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,922622029.11,-4258271.11,7154000000.00,0.00,0.00,0.00,0.00,8072363758.00,49408751.80,0.00,8022955006.20,29677976.76,8072363758.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-2811,"Consolidated Rail Infrastructure and Safety Improvements Grants, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,1056032999.30,-4282893.24,1592510000.00,0.00,0.00,0.00,0.00,2644260106.06,268245390.26,1673496.74,2376014715.80,99891696.82,2644260106.06,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-2812,"Transit Infrastructure Grants, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,30606327618.27,87669604.62,2554058267.00,0.00,0.00,0.00,0.00,33248055489.89,27491491282.25,67276880.62,5756564207.64,24462191763.61,33248055489.89,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-2813,"Grants-In-Aid for Airports, Federal Aviation Administration, Transportation",Department of Transportation,Transportation,Air transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-2815,"Relief for Airports, Federal Aviation Administration, Transportation",Department of Transportation,Transportation,Air transportation,3659130717.37,1598016.00,0.00,0.00,0.00,0.00,0.00,3660728733.37,3598739842.18,1598016.00,61988891.19,2683989378.45,3660728733.37,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-2816,"Emergency FAA Employee Leave Fund, Federal Aviation Administration, Transportation",Department of Transportation,Transportation,Air transportation,8372364.46,0.00,0.00,0.00,0.00,0.00,0.00,8372364.46,514306.32,0.00,7858058.14,514306.32,8372364.46,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-2817,"Motor Carrier Safety Grants, Federal Motor Carrier Safety Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,124500000.00,0.00,0.00,0.00,0.00,124500000.00,105200222.00,0.00,19299778.00,4316126.99,124500000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-2818,"Motor Carrier Safety Operations and Programs, Federal Motor Carrier Safety Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,10000000.00,0.00,0.00,0.00,0.00,10000000.00,324392.85,0.00,9675607.15,150960.20,10000000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-2819,"Grants-in-Aid for Airports, Federal Aviation Administration, Transportation",Department of Transportation,Transportation,Air transportation,0.00,0.00,554180000.00,0.00,0.00,0.00,0.00,554180000.00,42766735.00,0.00,511413265.00,2857734.81,554180000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-4089,"Great Lakes St. Lawrence Seaway Development Corporation Fund, Transportation",Department of Transportation,Transportation,Water transportation,44215275.48,666357.11,0.00,0.00,0.00,39015962.21,39015962.21,83897594.80,41907550.42,666357.11,41990044.38,34076416.92,83897594.80,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-4120,"Aviation Insurance Revolving Fund, Transportation",Department of Transportation,Transportation,Air transportation,2315994924.14,63312.00,0.00,0.00,0.00,30706905.92,30706905.92,2346765142.06,1428622.29,63312.00,2345336519.77,1097474.57,2346765142.06,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-4302,"War-Risk Insurance Revolving Fund, Maritime Administration, Transportation",Department of Transportation,Transportation,Water transportation,51367514.51,0.00,0.00,0.00,0.00,378308.92,378308.92,51745823.43,0.00,0.00,51745823.43,0.00,51745823.43,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-4303,"Vessel Operations Revolving Fund, Maritime Administration, Transportation",Department of Transportation,Transportation,Water transportation,30818532.03,1085525.84,0.00,0.00,0.00,11733427.62,11733427.62,43637485.49,5555550.88,34033.04,38081934.61,1786060.37,43637485.49,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-4520,"Working Capital Fund, Office of the Secretary,Transportation",Department of Transportation,Transportation,Other transportation,105782067.68,9125924.43,0.00,0.00,0.00,435804868.06,435804868.06,550712860.17,439023812.52,9125924.43,111689047.65,410752891.46,550712860.17,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-4522,"Working Capital Fund, Transportation Systems Center, Transportation",Department of Transportation,Transportation,Other transportation,141581085.80,11019471.86,0.00,0.00,0.00,294498634.92,294498634.92,447099192.58,221942465.50,11019471.86,225156727.08,207611383.98,447099192.58,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-4562,"Administrative Services Franchise Fund, Federal Aviation Administration, Transportation",Department of Transportation,Transportation,Air transportation,214234348.46,20449278.91,0.00,0.00,0.00,493891220.52,493891220.52,728574847.89,544648689.38,20449278.91,183926158.51,500378036.36,728574847.89,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-5172,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",Department of Transportation,Transportation,Other transportation,55991474.04,5017777.24,154600000.00,0.00,0.00,27719920.83,27719920.83,243329172.11,186058226.27,6481180.30,57270945.84,168433884.58,243329172.11,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-5282,"Emergency Preparedness Grant, Pipeline and Hazardous Materials Safety Administration, Transportation",Department of Transportation,Transportation,Other transportation,17995571.97,777693.37,25674735.73,0.00,0.00,0.00,0.00,44448001.07,31014893.95,777693.37,13433107.12,23231586.96,44448001.07,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-5422,"Aviation User Fees, Federal Aviation Administration, Transportation",Department of Transportation,Transportation,Air transportation,14616109.58,0.00,1306616.13,0.00,0.00,0.00,0.00,15922725.71,3130947.72,0.00,12791777.99,1297405.63,15922725.71,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-5423,"Essential Air Service and Rural Airport Improvement Fund, Office of the Secretary, Transportation",Department of Transportation,Transportation,Air transportation,1588166.23,184569.94,90886595.57,0.00,0.00,0.00,0.00,92659331.74,44201923.01,184569.94,48457408.73,51039525.34,92659331.74,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-5560,"Port of Guam Improvement Enterprise Fund, Maritime Administration, Transportation",Department of Transportation,Transportation,Water transportation,1872431.11,0.00,0.00,0.00,0.00,0.00,0.00,1872431.11,0.00,0.00,1872431.11,112761.82,1872431.11,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8001,"Intermodal Urban Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8002,"Carpool and Vanpool Projects, Federal Highway Administration",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8003,"Operations and Maintenance, Great Lakes St. Lawrence Seaway Development Corporation, Transportation",Department of Transportation,Transportation,Water transportation,0.00,0.00,38000000.00,0.00,0.00,0.00,0.00,38000000.00,38000000.00,0.00,0.00,38000000.00,38000000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8009,"Trust Fund Share of Other Highway Programs, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,302094.56,0.00,0.00,0.00,0.00,0.00,0.00,302094.56,0.00,0.00,302094.56,0.00,302094.56,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8014,"Baltimore-Washington Parkway Trust Fund, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8016,"Operation and Research, Liquidation of Contract Authorization, Limitation on Obligations, Highway Trust Fund, Transportation",Department of Transportation,Transportation,Ground transportation,27616982.39,1488274.73,0.00,0.00,192800000.00,1833653.67,194633653.67,223738910.79,182277035.20,1686955.73,41461875.59,149710878.49,223738910.79,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8017,"Highway Safety Research and Development, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8019,"Highway-Related Safety Grants, Liquidation of Contract Authorization, Trust Fund, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8020,"Highway Traffic Safety Grants, Liquidation of Contract Authorization, Trust Fund, National Highway Traffic Safety Administration, Transportation",Department of Transportation,Transportation,Ground transportation,181843507.50,4178500.57,0.00,0.00,902424909.00,2094.00,902427003.00,1088449011.07,892496681.80,4396751.76,195952329.27,695658052.55,1088449011.07,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8045,"Study of Improvements to Highway 8 in Wisconsin, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8048,"National Motor Carrier Safety Program, Liquidation of Contract Authorization, Federal Motor Carrier Safety Administration, Transportation",Department of Transportation,Transportation,Ground transportation,9896126.91,0.00,0.00,0.00,0.00,0.00,0.00,9896126.91,0.00,0.00,9896126.91,0.00,9896126.91,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8054,"Advances from State Cooperating Agencies, Foreign Governments, and Other Federal Agencies, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,17851672.16,2353872.78,6690405.73,0.00,0.00,0.00,0.00,26895950.67,11260755.58,2353872.78,15635195.09,16717199.55,26895950.67,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8057,"Bridge Capacity Improvement, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,392111.54,0.00,0.00,0.00,0.00,0.00,392111.54,0.00,392111.54,392111.54,0.00,392111.54,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8058,"Miscellaneous Highway Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,34922839.64,11988476.87,0.00,0.00,0.00,0.00,0.00,46911316.51,2421217.00,11988476.87,44490099.51,9208631.75,46911316.51,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8061,"Construction and Improvements to Halls Mills Road, New Jersey, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,1000000.00,0.00,0.00,0.00,0.00,0.00,0.00,1000000.00,0.00,0.00,1000000.00,0.00,1000000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8072,"Appalachian Development Highway System, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,4000.00,0.00,4000.00,2022-11-15
Department of Transportation,Corps of Engineers - Civil Works;Denali Commission;Department of Agriculture;Department of Defense;Department of the Interior;Department of the Treasury;Department of Transportation,FY2022P12,069-8083,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,22245173346.98,-721946276.28,0.00,0.00,56937825971.18,266203781.62,57204029752.80,78727256823.50,56164133961.35,0.00,22563122862.15,44596383499.82,78727256823.50,2023-02-01
Department of Transportation,Department of Transportation,FY2022P12,069-8102,"Highway Trust Fund - Treasury Managed, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,24325951.00,0.00,0.00,0.00,0.00,24325951.00,24325951.00,0.00,0.00,24325951.00,24325951.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8103,"Airport and Airway Trust Fund - Treasury Managed, Transportation",Department of Transportation,Transportation,Air transportation,0.00,0.00,155.00,0.00,0.00,0.00,0.00,155.00,155.00,0.00,0.00,155.00,155.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8104,"Operations, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",Department of Transportation,Transportation,Air transportation,0.00,0.00,6414100000.00,0.00,0.00,0.00,0.00,6414100000.00,6414100000.00,0.00,0.00,7434100000.00,6414100000.00,2022-11-15
Department of Transportation,Department of Transportation,FY2022P12,069-8106,"Grants-In-Aid for Airports, Liquidation of Contract Authorization, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",Department of Transportation,Transportation,Air transportation,709026217.13,295463422.79,0.00,0.00,3350000000.00,1262559.77,3351262559.77,4355752199.69,4080120480.10,295519953.13,275631719.59,5745434766.07,4355752199.69,2022-11-15
