owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Transportation,Department of Transportation,FY2020P12,069-0143,"National Infrastructure Investments, Office of the Secretary, Transportation",Department of Transportation,Transportation,Ground transportation,2595350840.64,1788521.62,1000000000.00,0.00,0.00,0.00,0.00,3597139362.26,1688818186.27,1788521.62,1908321175.99,535956865.74,3597139362.26,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0147,"New Headquarters Building, Office of the Secretary, Transportation",Department of Transportation,Transportation,Other transportation,35446.02,0.00,0.00,0.00,0.00,0.00,0.00,35446.02,0.00,0.00,35446.02,0.00,35446.02,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0149,"General Fund Payment To National Surface Transportation and Innovative Finance Bureau Highway Trust Fund Account, Upward Reestimates, Office of Secretary, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,80412841.31,0.00,0.00,0.00,0.00,80412841.31,80412841.31,0.00,0.00,80412841.31,80412841.31,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0150,"Activities Transferred from Civil Aeronautics Board, Office of the Secretary, Transportation",Department of Transportation,Transportation,Air transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0155,"Minority Business Resource Center Program, Office of the Secretary, Transportation",Department of Transportation,Transportation,Other transportation,2490633.84,-549381.39,126297.00,0.00,0.00,0.00,0.00,2067549.45,126297.00,19243.30,1941252.45,452493.49,2067549.45,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0156,"Compensation for General Aviation Operations, Office of the Secretary, Transportation",Department of Transportation,Transportation,Air transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0159,"Cyber Security Initiatives, Office of the Secretary, Transportation",Department of Transportation,Transportation,Other transportation,9249685.61,119245.46,15000000.00,0.00,0.00,0.00,0.00,24368931.07,17284901.92,231971.08,7084029.15,14277823.24,24368931.07,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0170,"National Surface Transportation and Innovative Finance Bureau, Transportation",Department of Transportation,Transportation,Ground transportation,5367646.17,41489.88,5000000.00,0.00,0.00,0.00,0.00,10409136.05,3438771.74,41489.88,6970364.31,3357151.53,10409136.05,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0301,"Salaries and Expenses, Surface Transportation Board, Transportation",Department of Transportation,Transportation,Ground transportation,205198.84,-196400.44,0.00,0.00,0.00,0.00,0.00,8798.40,8798.40,57906.85,0.00,67706.30,8798.40,2020-11-16
Department of Transportation,Corps of Engineers - Civil Works;Department of Agriculture;Department of the Interior;Department of Transportation,FY2020P12,069-0500,"Emergency Relief Program, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,2506839864.33,145978345.81,0.00,0.00,0.00,0.00,0.00,2652818210.14,1292980344.08,145978345.81,1359837866.06,973313457.18,2652818210.14,2021-05-14
Department of Transportation,Department of Transportation,FY2020P12,069-0502,"Off-System Roads, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0503,"Off-System Roads, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,352333.19,0.00,-352333.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0505,"Surface Transportation Projects, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,1261384.39,-741371.85,-520012.54,0.00,0.00,0.00,0.00,0.00,0.00,1880.71,0.00,528805.98,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0506,"Inter-American Highway, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0507,"Bikeway Program, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0511,"Denali Access System Program, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Denali Commission,FY2020Q4,069-0511,"Denali Access System Program, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-12
Department of Transportation,Department of Transportation,FY2020P12,069-0516,"Bridge Improvement Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0518,"Highway Bypass Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0519,"Highway Widening and Improvement Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0521,"Appalachian Corridor Improvement Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0524,"Congestion Mitigation, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0525,"Cross Westchester Expressway, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0526,"Public Lands Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0527,"Schenectady Bridge, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0530,"Highway Safety Improvement Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0532,"Pennsylvania Reconstruction Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0533,"Highway Studies Feasibility, Design, Environmental, Engineering, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,262204.01,0.00,-262204.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0534,"Payment to the Highway Trust Fund, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0537,"Alaska Highways, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,62861.61,0.00,-62861.61,0.00,0.00,0.00,0.00,0.00,0.00,4572.58,0.00,0.00,0.00,2020-11-16
Department of Transportation,Corps of Engineers - Civil Works;Department of the Interior;Department of Transportation,FY2020P12,069-0538,"Surface Transportation Priorities, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,82290293.54,4852336.24,0.00,0.00,0.00,0.00,0.00,87142629.78,7342573.63,4852336.24,79800056.15,3864734.79,87142629.78,2021-05-14
Department of Transportation,Denali Commission,FY2020Q4,069-0538,"Surface Transportation Priorities, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-12
Department of Transportation,Department of Transportation,FY2020P12,069-0540,"Highway Beautification, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,488909.57,9264.22,-488909.57,0.00,0.00,0.00,0.00,9264.22,0.00,9264.22,9264.22,0.00,9264.22,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0542,"TIFIA General Fund Program Account, Office of the Secretary, Transportation",Department of Transportation,Transportation,Ground transportation,262118.44,0.00,659718.22,0.00,0.00,0.00,0.00,921836.66,659718.22,0.00,262118.44,659718.22,921836.66,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0548,"Highway Infrastructure Programs, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,3946322973.57,35287547.76,2166140392.00,0.00,0.00,0.00,0.00,6147750913.33,1567249454.44,35287547.76,4580501458.89,1012514567.96,6147750913.33,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0549,"State Infrastructure Banks, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,1375400.00,0.00,0.00,0.00,0.00,0.00,0.00,1375400.00,0.00,0.00,1375400.00,0.00,1375400.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0550,"I-35W Bridge Repair and Reconstruction, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0551,"Delta Regional Transportation Development Program, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,1841344.40,0.00,0.00,0.00,0.00,0.00,0.00,1841344.40,2768.00,0.00,1838576.40,31188.00,1841344.40,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0553,"Darien Gap Highway, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,2037034.50,0.00,-2037034.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0555,"Rail Crossings Demonstration Projects, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,517220.20,0.00,-517220.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0556,"Territorial Highways, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0557,"Railroad-Highway Crossings Demonstration Projects, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,2035137.12,0.00,-2035137.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1465.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0560,"Interstate Transfer Grants-Highways, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,5211248.53,0.00,0.00,0.00,0.00,0.00,0.00,5211248.53,0.00,0.00,5211248.53,0.00,5211248.53,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0561,"Highway Widening Demonstration, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0564,"Intersection Safety Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0565,"Highway Capacity Improvement Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0566,"Climbing Lane and Highway Safety Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0567,"Indiana Industrial Corridor Safety Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0568,"Corridor H Improvement Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0569,"Road Extension Demonstration, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0570,"Oklahoma Highway Widening Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0571,"Alabama Highway Bypass Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0572,"Kentucky Bridge Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,133231.12,0.00,0.00,0.00,0.00,0.00,0.00,133231.12,0.00,0.00,133231.12,0.00,133231.12,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0573,"Virginia HOV Safety Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0574,"Urban Highway Corridor and Bicycle Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0575,"Urban Airport Access Safety Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0580,"Expressway Safety Improvement Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,475962.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0581,"Alabama Feasibility Study, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0582,"Ebensburg Bypass Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0583,"Highway Demonstration Projects, Preliminary Engineering, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,2626523.71,-22204.44,-2601431.71,0.00,0.00,0.00,0.00,2887.56,0.00,2887.56,2887.56,0.00,2887.56,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0584,"Des Moines Inner Loop Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0585,"Corridor G Improvement Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0586,"Corning Bypass Safety Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0587,"Spring Mountain Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0590,"Ottumwa Road Extension Project, Federal Highway Administration",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of the Interior;Department of Transportation,FY2020P12,069-0592,"Turquoise Trail Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0593,"Highway 20 Realignment Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0594,"Ramp Relocation and Reconstruction Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0597,"Corridor D Improvement Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0598,"Highway Demonstration Projects, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,717723.70,-502756.74,-1341.00,0.00,0.00,0.00,0.00,213625.96,64542.90,149083.06,149083.06,313592.88,213625.96,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0640,"Appalachian Development System, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,11960181.56,0.20,0.00,0.00,0.00,0.00,0.00,11960181.76,0.00,0.20,11960181.76,3250132.32,11960181.76,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0641,"Miscellaneous Highway Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,11003637.49,57319.83,-11003637.00,0.00,0.00,0.00,0.00,57320.32,0.00,2822860.31,57320.32,423387.17,57320.32,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0644,"Arkansas I-69 Connector, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,8857875.00,0.00,0.00,0.00,0.00,0.00,0.00,8857875.00,0.00,0.00,8857875.00,0.00,8857875.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0645,"Miscellaneous Massachusetts Projects, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0646,"Alabama and West Virginia Highway Projects, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0648,"Woodrow Wilson Memorial Bridge, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0650,"Operations and Research, National Highway Traffic Safety Administration, Transportation",Department of Transportation,Transportation,Ground transportation,38498616.48,1572946.75,211000000.00,0.00,0.00,2026511.43,2026511.43,253098074.66,221472610.06,5983009.70,31625464.60,191500791.51,253098074.66,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0651,"State and Community Highway Safety, Liquidation of Contract Authorization, National Highway Traffic Safety Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0654,"Consumer Assistance to Recycle and Save Program, National Highway Traffic Safety Administration, Transportation",Department of Transportation,Commerce and Housing Credit,Other advancement of commerce,20482346.54,0.00,0.00,0.00,0.00,0.00,0.00,20482346.54,0.00,0.00,20482346.54,0.00,20482346.54,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0661,"Next Generation 911 Implementation Grants, National Highway Traffic Safety Administration, Transportation",Department of Transportation,Transportation,Other transportation,1778881.68,0.00,0.00,0.00,0.00,0.00,0.00,1778881.68,252450.00,0.00,1526431.68,8675758.92,1778881.68,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0700,"Safety and Operations, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,31448537.69,2500058.93,224448000.00,0.00,0.00,394870.42,394870.42,258791467.04,224426650.62,5573029.46,34364816.42,222512063.51,258791467.04,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0701,"Railroad Safety Technology Program, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,613252.29,0.00,0.00,0.00,0.00,0.00,0.00,613252.29,0.00,0.00,613252.29,0.00,613252.29,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0702,"Railroad Safety, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,5676710.46,486706.97,0.00,0.00,0.00,0.00,0.00,6163417.43,1200000.00,486706.97,4963417.43,10233120.38,6163417.43,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0703,"Railroad Research, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0704,"Grants to the National Railroad Passenger Corporation, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,45203854.50,0.00,0.00,0.00,0.00,0.00,0.00,45203854.50,13404979.00,0.00,31798875.50,0.00,45203854.50,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0707,"Rail Labor Assistance, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0714,"Local Rail Freight Assistance, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0715,"Passenger Rail Service, Capital Assistance to States - Intercity, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,9867629.69,297255.44,0.00,0.00,0.00,0.00,0.00,10164885.13,0.00,297255.44,10164885.13,1459564.23,10164885.13,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0716,"Rail Line Relocation and Improvement Program, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,13550365.14,0.00,0.00,0.00,0.00,0.00,0.00,13550365.14,0.00,0.00,13550365.14,148848.72,13550365.14,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0719,"Capital Assistance for High Speed Rail Corridors and Intercity Passenger Rail Service, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,986390254.68,6606606.03,0.00,0.00,0.00,0.00,0.00,992996860.71,700711.90,6606606.03,992296148.81,9264528.70,992996860.71,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0722,"Next Generation High Speed Rail, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,3019483.21,15365.31,0.00,0.00,0.00,0.00,0.00,3034848.52,0.00,15365.31,3034848.52,1939.49,3034848.52,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0723,"Pennsylvania Station Redevelopment Project, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.66,4301849.68,0.66,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0726,"Rhode Island Rail Development, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0730,"Alaska Railroad Rehabilitation, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of Transportation,Department of Transportation,FY2020P12,069-0745,"Railroad Research and Development, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,10176545.89,4292516.08,40600000.00,0.00,0.00,1750000.00,1750000.00,56819061.97,46473958.88,4292516.08,10345103.09,40044751.74,56819061.97,2020-11-16
